iter	Passed	Remaining
431	1614	2122
432	1618	2118
433	1622	2116
434	1626	2112
435	1630	2109
436	1636	2107
437	1639	2103
438	1642	2099
439	1645	2094
440	1649	2091
441	1653	2087
442	1655	2082
443	1658	2077
444	1661	2072
445	1665	2068
446	1669	2065
447	1672	2060
448	1674	2055
449	1677	2050
450	1682	2047
451	1685	2044
452	1688	2039
453	1691	2034
454	1695	2031
455	1699	2026
456	1701	2022
457	1704	2016
458	1706	2011
459	1709	2007
460	1713	2003
461	1716	1998
462	1718	1993
463	1721	1988
464	1725	1985
465	1729	1981
466	1732	1977
467	1736	1973
468	1739	1969
469	1744	1966
470	1748	1963
471	1752	1960
472	1756	1956
473	1760	1953
474	1763	1948
475	1766	1944
476	1770	1941
477	1774	1937
478	1780	1936
479	1783	1932
480	1786	1927
481	1791	1925
482	1795	1921
483	1798	1916
484	1800	1912
485	1803	1907
486	1807	1904
487	1810	1899
488	1813	1894
489	1815	1889
490	1818	1885
491	1822	1882
492	1826	1877
493	1828	1873
494	1831	1868
495	1835	1864
496	1838	1860
497	1841	1856
498	1845	1852
499	1848	1848
500	1851	1844
501	1855	1840
502	1859	1836
503	1862	1832
504	1866	1829
505	1872	1827
506	1875	1824
507	1879	1820
508	1883	1816
509	1886	1812
510	1891	1809
511	1894	1806
512	1899	1802
513	1903	1799
514	1907	1796
515	1910	1791
516	1913	1787
517	1917	1784
518	1921	1780
519	1925	1776
520	1927	1772
521	1932	1769
522	1936	1766
523	1940	1762
524	1943	1758
525	1948	1756
526	1951	1751
527	1954	1747
528	1959	1744
529	1964	1741
530	1968	1738
531	1971	1734
532	1974	1729
533	1978	1726
534	1982	1723
535	1985	1719
536	1988	1714
537	1991	1710
538	1996	1707
539	2000	1703
540	2003	1699
541	2006	1695
542	2010	1691
543	2014	1688
544	2017	1684
545	2020	1679
546	2023	1675
547	2027	1672
548	2031	1668
549	2034	1664
550	2036	1659
551	2039	1655
552	2044	1652
553	2047	1648
554	2050	1644
555	2053	1639
556	2057	1636
557	2062	1633
558	2065	1629
559	2068	1625
560	2072	1621
561	2077	1619
562	2080	1615
563	2084	1611
564	2087	1607
565	2094	1606
566	2098	1602
567	2101	1598
568	2106	1595
569	2109	1591
570	2113	1587
571	2115	1583
572	2118	1578
573	2122	1575
574	2127	1572
575	2130	1568
576	2133	1564
577	2138	1561
578	2141	1557
579	2146	1554
580	2148	1549
581	2153	1546
582	2157	1543
583	2160	1539
584	2163	1534
585	2166	1530
586	2170	1526
587	2173	1522
588	2175	1518
589	2178	1513
590	2181	1509
591	2185	1505
592	2188	1501
593	2190	1497
594	2193	1493
595	2196	1488
596	2200	1485
597	2203	1481
598	2206	1476
599	2209	1472
600	2212	1469
601	2216	1465
602	2219	1461
603	2222	1457
604	2225	1453
605	2229	1449
606	2233	1445
607	2236	1441
608	2239	1438
609	2243	1434
610	2247	1430
611	2253	1428
612	2256	1424
613	2259	1420
614	2263	1416
615	2266	1412
616	2269	1408
617	2271	1404
618	2274	1399
619	2278	1396
620	2281	1392
621	2284	1388
622	2287	1384
623	2290	1380
624	2294	1376
625	2298	1373
626	2301	1369
627	2304	1364
628	2310	1362
629	2314	1359
630	2317	1355
631	2321	1351
632	2325	1348
633	2328	1344
634	2332	1340
635	2335	1336
636	2339	1333
637	2343	1329
638	2347	1325
639	2350	1322
640	2354	1318
641	2357	1314
642	2361	1311
643	2364	1307
644	2367	1303
645	2371	1299
646	2375	1296
647	2378	1292
648	2381	1288
649	2384	1284
650	2388	1280
651	2391	1276
652	2394	1272
653	2397	1268
654	2401	1265
655	2405	1261
656	2407	1257
657	2410	1252
658	2412	1248
659	2415	1244
660	2419	1241
661	2423	1237
662	2425	1232
663	2427	1228
664	2430	1224
665	2435	1221
666	2439	1218
667	2442	1213
668	2445	1209
669	2448	1205
670	2452	1202
671	2455	1198
672	2458	1194
673	2462	1191
674	2468	1188
675	2472	1184
676	2475	1181
677	2481	1178
678	2485	1175
679	2490	1172
680	2497	1169
681	2502	1166
682	2506	1163
683	2512	1160
684	2518	1158
685	2521	1154
686	2525	1150
687	2529	1147
688	2533	1143
689	2537	1140
690	2543	1137
691	2547	1133
692	2552	1130
693	2555	1126
694	2561	1123
695	2565	1120
696	2569	1116
697	2574	1113
698	2578	1110
699	2583	1107
700	2587	1103
701	2591	1100
702	2596	1096
703	2599	1093
704	2603	1089
705	2608	1086
706	2612	1082
707	2616	1078
708	2619	1075
709	2624	1072
710	2629	1068
711	2633	1065
712	2636	1061
713	2641	1058
714	2645	1054
715	2650	1051
716	2654	1047
717	2659	1044
718	2662	1040
719	2666	1037
720	2671	1033
721	2675	1030
722	2679	1026
723	2687	1024
724	2692	1021
725	2696	1017
726	2701	1014
727	2706	1011
728	2710	1007
729	2714	1003
730	2720	1000
731	2724	997
732	2727	993
733	2732	990
734	2739	987
735	2743	984
736	2748	980
737	2755	978
738	2760	974
739	2765	971
740	2771	968
741	2776	965
742	2781	962
743	2784	958
744	2787	954
745	2789	949
746	2794	946
747	2798	942
748	2801	938
749	2804	934
750	2807	930
751	2811	927
752	2815	923
753	2818	919
754	2820	915
755	2823	911
756	2827	907
757	2831	903
758	2834	900
759	2837	896
760	2840	892
761	2849	889
762	2852	885
763	2856	882
764	2860	878
765	2863	874
766	2866	870
767	2869	866
768	2873	863
769	2877	859
770	2880	855
771	2884	851
772	2888	848
773	2891	844
774	2895	840
775	2899	836
776	2902	833
777	2906	829
778	2909	825
779	2913	821
780	2917	817
781	2921	814
782	2925	810
783	2928	806
784	2931	802
785	2935	799
786	2939	795
787	2942	791
788	2945	787
789	2948	783
790	2953	780
791	2957	776
792	2960	772
793	2963	768
794	2966	764
795	2969	761
796	2973	757
797	2976	753
798	2979	749
799	2982	745
800	2986	741
801	2989	738
802	2992	734
803	2994	730
804	2998	726
805	3001	722
806	3004	718
807	3007	714
808	3010	710
809	3014	707
810	3018	703
811	3022	699
812	3025	695
813	3028	691
814	3032	688
815	3035	684
816	3038	680
817	3041	676
818	3045	673
819	3049	669
820	3052	665
821	3055	661
822	3058	657
823	3062	654
824	3066	650
825	3069	646
826	3072	642
827	3075	638
828	3080	635
829	3083	631
830	3088	628
831	3095	625
832	3099	621
833	3102	617
834	3106	613
835	3111	610
836	3114	606
837	3117	602
838	3120	598
839	3123	595
840	3127	591
841	3130	587
842	3133	583
843	3137	579
844	3141	576
845	3145	572
846	3148	568
847	3151	564
848	3154	561
849	3158	557
850	3161	553
851	3164	549
852	3166	545
853	3170	541
854	3174	538
855	3177	534
856	3180	530
857	3183	526
858	3187	523
859	3190	519
860	3194	515
861	3197	511
862	3201	508
863	3205	504
864	3210	501
865	3215	497
866	3220	493
867	3226	490
868	3229	486
869	3234	483
870	3242	480
871	3245	476
872	3249	472
873	3254	469
874	3258	465
875	3261	461
876	3263	457
877	3268	454
878	3273	450
879	3276	446
880	3279	442
881	3283	439
882	3288	435
883	3291	431
884	3295	428
885	3299	424
886	3303	420
887	3311	417
888	3317	414
889	3321	410
890	3324	406
891	3327	402
892	3332	399
893	3335	395
894	3338	391
895	3341	387
896	3347	384
897	3350	380
898	3353	376
899	3356	372
900	3361	369
901	3365	365
902	3368	361
903	3371	357
904	3373	354
905	3378	350
906	3381	346
907	3384	342
908	3387	339
909	3390	335
910	3394	331
911	3397	327
912	3401	324
913	3404	320
914	3407	316
915	3410	312
916	3413	308
917	3416	305
918	3418	301
919	3421	297
920	3425	293
921	3428	290
922	3431	286
923	3434	282
924	3438	278
925	3441	275
926	3444	271
927	3447	267
928	3449	263
929	3452	259
930	3456	256
931	3460	252
932	3463	248
933	3466	244
934	3471	241
935	3475	237
936	3478	233
937	3481	230
938	3486	226
939	3490	222
940	3493	219
941	3497	215
942	3502	211
943	3505	207
944	3509	204
945	3512	200
946	3516	196
947	3520	193
948	3523	189
949	3527	185
950	3530	181
951	3534	178
952	3538	174
953	3541	170
954	3543	166
955	3546	163
956	3549	159
957	3553	155
958	3556	152
959	3560	148
960	3563	144
961	3567	140
962	3570	137
963	3573	133
964	3576	129
965	3579	125
966	3583	122
967	3586	118
968	3589	114
969	3592	111
970	3595	107
971	3598	103
972	3602	99
973	3604	96
974	3607	92
975	3611	88
976	3614	85
977	3618	81
978	3621	77
979	3624	73
980	3629	70
981	3633	66
982	3636	62
983	3639	59
984	3645	55
985	3648	51
986	3651	48
987	3654	44
988	3658	40
989	3661	36
990	3664	33
991	3669	29
992	3673	25
993	3678	22
994	3683	18
995	3686	14
996	3690	11
997	3694	7
998	3698	3
999	3701	0
